139
76	-nan(ind)	-nan(ind)	-nan(ind)	0.0	0.0	40.0	-nan(ind)
84	4399.8892	9907.400	324.00000	0.0	0.0	0.0	1.5000000
76	4509.9497	9727.160	324.00000	0.0	0.0	15.0	0.1500000
80	4416.0000	9677.000	329.00000	0.0	0.0	-60.0	0.3000000
120	4127.7197	9765.459	324.00000	0.0	0.0	135.0	0.6000000
120	4521.7197	9946.140	324.00000	0.0	0.0	90.0	0.6000000
9	4352.5801	9747.500	315.00000	0.0	0.0	45.0	2.0000000
9	4228.1899	9664.920	315.00000	0.0	0.0	25.0	2.0000000
70	4165.8359	9725.682	324.00000	0.0	0.0	0.0	0.8000000
104	4293.0601	9598.059	336.64001	0.0	0.0	45.0	0.3500000
86	4046.9087	10641.439	324.00000	0.0	0.0	-150.0	1.3000000
105	4059.8564	10744.270	332.70496	10.0	0.0	-90.0	1.6000000
77	3907.3799	10544.850	324.00000	-20.0	0.0	20.0	0.3000000
9	3997.3899	10529.490	315.00000	0.0	0.0	-135.0	2.0000000
75	4035.1299	10454.650	324.00000	0.0	0.0	45.0	1.0000000
77	3850.1802	10429.079	311.67822	-20.0	0.0	65.0	0.4000000
122	3735.4756	10336.430	324.00000	0.0	0.0	45.0	2.0000000
75	3839.1479	10242.479	324.00000	0.0	0.0	45.0	1.0000000
9	3745.6199	10273.819	315.00000	0.0	0.0	-130.0	2.0000000
9	3873.3799	10413.150	315.00000	0.0	0.0	-130.0	2.0000000
70	3781.8474	10112.193	324.00003	0.0	0.0	0.0	0.8000000
80	3917.2200	10391.729	324.00000	0.0	0.0	135.0	0.4000000
101	3650.1599	10284.450	333.90961	0.0	0.0	25.0	0.8000000
9	3674.9600	10146.549	315.00000	0.0	0.0	-110.0	2.0000000
84	3001.8599	10710.740	24.00000	0.0	0.0	-24.9	1.5000000
84	2983.6699	10853.238	24.00000	0.0	0.0	-24.9	1.1000000
84	2960.2700	10526.870	24.00000	0.0	0.0	-24.9	1.2000000
6	2947.5806	10523.678	18.00000	0.0	0.0	72.0	2.0000000
6	2972.4465	10675.295	18.00000	0.0	0.0	90.0	2.0000000
6	2939.0200	10791.359	18.00000	0.0	0.0	120.0	2.0000000
80	2835.3999	10885.649	24.00000	0.0	0.0	-180.0	0.3000000
115	2721.0698	10596.950	24.00000	0.0	0.0	45.0	1.5000000
6	2837.8699	10904.660	18.00000	0.0	0.0	140.0	2.0000000
120	2674.1399	10893.670	24.00000	0.0	0.0	45.0	0.6000000
77	2884.7800	10238.930	24.00000	20.0	0.0	-225.0	0.2500000
6	2883.5200	10395.070	18.00000	0.0	0.0	55.0	2.0000000
84	2949.0701	10384.550	24.00000	0.0	0.0	-24.9	0.7000000
77	2823.7998	10172.590	24.00000	20.0	0.0	-225.0	0.1500000
120	2725.0100	10297.280	24.00000	0.0	0.0	-45.0	0.6000000
6	2785.6699	10246.699	18.00000	0.0	0.0	60.0	2.0000000
80	2713.5198	10150.630	23.26293	0.0	0.0	-360.0	0.2000000
120	3888.9500	10079.040	324.00000	0.0	0.0	135.0	0.6000000
71	3669.0835	9834.312	324.00000	0.0	0.0	0.0	1.0000000
122	3541.8301	9748.230	324.00000	0.0	0.0	-90.0	2.5000000
127	3591.7698	10001.240	324.00000	0.0	0.0	90.0	2.0000000
9	3622.4998	9668.908	315.00000	0.0	0.0	-80.0	2.0000000
9	3610.2734	9840.130	315.00000	0.0	0.0	-90.0	2.0000000
9	3626.9897	9991.948	315.00000	0.0	0.0	-100.0	2.0000000
71	3927.9736	9632.196	324.00000	0.0	0.0	0.0	1.0000000
80	3754.0000	9443.000	334.00000	0.0	0.0	70.0	0.3000000
127	4060.3198	9549.160	324.00000	0.0	0.0	-135.0	2.0000000
75	3781.5801	9549.689	324.00000	0.0	0.0	45.0	1.0000000
9	4079.8501	9622.989	315.00000	0.0	0.0	10.0	2.0000000
9	3873.9800	9556.199	315.00000	0.0	0.0	30.0	2.0000000
9	3787.0000	9529.000	315.00000	0.0	0.0	-10.0	2.0000000
127	3640.8699	9561.850	351.35608	0.0	0.0	-180.0	2.0000000
120	3683.8894	9624.039	324.00000	0.0	0.0	-315.0	0.6000000
9	3677.0901	9577.020	315.00000	0.0	0.0	-45.0	2.0000000
77	2744.8901	9910.430	24.00000	20.0	0.0	-315.0	0.1500000
77	2680.6099	9839.189	24.00000	20.0	0.0	-315.0	0.2500000
80	2682.7300	10062.739	24.00000	0.0	0.0	-225.0	0.3000000
80	2765.5200	10077.869	24.00000	0.0	0.0	-270.0	0.2000000
102	2808.0000	10080.000	30.00000	0.0	-15.0	90.0	0.6000000
84	2612.3298	9718.760	24.00000	0.0	0.0	20.1	0.8000000
120	2468.7200	9739.760	24.00000	0.0	0.0	315.0	0.6000000
6	2709.4900	10076.909	18.00000	0.0	0.0	72.0	2.0000000
6	2647.5801	9918.280	18.00000	0.0	0.0	65.0	2.0000000
6	2562.3101	9751.444	18.00000	0.0	0.0	64.0	2.0000000
80	2723.6299	9995.439	37.57233	0.0	0.0	-225.0	0.3000000
80	2603.2300	9964.699	24.00000	0.0	0.0	-270.0	0.4000000
84	2628.3499	9453.149	24.00000	0.0	0.0	-24.9	1.5000000
84	2747.8799	9274.660	24.00000	0.0	0.0	20.1	1.1000000
84	2584.7400	9594.658	24.00000	0.0	0.0	-24.9	1.1000000
6	2632.9800	9354.880	18.00000	0.0	0.0	120.0	2.0000000
6	2552.4600	9523.380	18.00000	0.0	0.0	110.0	2.0000000
86	2407.4800	12538.300	24.00000	0.0	0.0	-45.0	1.3000000
77	2267.7600	12642.360	24.00000	20.0	0.0	-155.0	0.3500000
76	2148.6799	12627.129	24.00000	0.0	0.0	405.0	0.2000000
80	2031.4800	12635.000	24.00000	0.0	0.0	-180.0	0.4000000
71	2389.1301	12314.960	24.00000	0.0	0.0	0.0	0.7000000
80	2373.6096	12466.948	25.40000	0.0	0.0	-180.0	0.3000000
6	2321.4700	12512.760	18.00000	0.0	0.0	140.0	2.0000000
6	2192.2000	12585.789	18.00000	0.0	0.0	160.0	2.0000000
120	2263.4199	12415.670	24.00000	0.0	0.0	45.0	0.6000000
71	2307.6599	12546.789	17.43835	0.0	0.0	0.0	0.7000000
131	2171.9600	12527.850	24.00000	0.0	0.0	-690.0	2.0000000
131	2197.9500	12408.810	24.00000	0.0	0.0	-780.0	2.0000000
80	1990.0400	12046.890	24.00000	0.0	0.0	135.0	0.3000000
80	1990.1100	12183.969	24.00000	0.0	0.0	-0.0	0.3000000
80	2075.6099	12076.388	24.00000	0.0	0.0	-180.0	0.4000000
77	947.3900	12410.220	24.00000	0.0	0.0	-270.0	0.4500000
77	885.1500	12327.129	24.00000	0.0	0.0	-270.0	0.3500000
77	840.3998	12234.850	24.00000	0.0	0.0	-135.0	0.2500000
77	884.0000	12521.999	34.00000	0.0	0.0	-405.0	0.5500000
80	947.4000	12225.350	24.00000	0.0	0.0	-405.0	0.4000000
115	1044.1000	12347.940	24.00000	0.0	0.0	45.0	1.1000000
6	976.3599	12626.470	18.00000	0.0	0.0	-90.0	2.0000000
6	931.4299	12248.550	18.00000	0.0	0.0	-110.0	2.0000000
6	966.8491	12439.999	18.00000	0.0	0.0	-95.0	2.0000000
80	989.1300	12564.439	24.00000	0.0	0.0	-495.0	0.3000000
76	1039.9200	12481.279	24.00177	0.0	0.0	205.0	0.1700000
115	1509.1000	11901.379	24.00000	0.0	0.0	45.0	1.1000000
120	1460.4700	11951.350	24.00000	0.0	0.0	25.0	0.6000000
123	809.6578	11945.649	2.09625	0.0	0.0	-225.0	0.4000000
77	848.0699	11822.700	24.00000	0.0	0.0	-90.0	0.2500000
6	909.6000	12096.890	18.00000	0.0	0.0	-90.0	2.0000000
6	909.0400	11898.360	18.00000	0.0	0.0	-90.0	2.0000000
120	965.9300	11993.870	24.00000	0.0	0.0	0.0	0.6000000
123	848.4000	12145.060	24.00000	0.0	0.0	45.0	0.4000000
122	818.7000	11869.720	24.00000	0.0	0.0	-90.0	2.4000001
122	943.3400	11892.510	9.25395	0.0	0.0	-90.0	2.0000000
122	987.1600	11958.620	6.00000	0.0	0.0	-90.0	1.7000000
123	921.7600	11982.699	24.00000	0.0	0.0	0.0	0.3000000
123	1037.4800	12147.399	24.00000	0.0	0.0	0.0	0.2000000
123	2411.0801	11472.689	24.00000	0.0	0.0	-45.0	0.3500000
6	2411.8701	11459.568	18.00000	0.0	0.0	90.0	2.0000000
120	2345.5200	11606.408	24.00000	0.0	0.0	0.0	0.6000000
115	2379.3696	11362.680	24.00000	0.0	0.0	45.0	1.0000000
120	1913.4310	11007.930	24.00000	0.0	0.0	405.0	0.6000000
120	1568.1200	11023.429	24.00000	0.0	0.0	360.0	0.6000000
0	1702.3634	11096.685	0.56722	0.0	0.0	0.0	1.0000000
0	1754.8142	11028.458	6.83000	0.0	0.0	0.0	1.0000000
80	1654.3997	11243.479	24.00000	0.0	0.0	135.0	0.3000000
80	1736.0898	11237.939	24.00000	0.0	0.0	45.0	0.2000000
128	1839.7299	11142.910	24.00000	0.0	0.0	225.0	0.7000000
120	1528.0000	11721.590	24.00000	0.0	0.0	0.0	0.6000000
115	1404.0000	11787.000	24.00000	0.0	0.0	45.0	0.8000000
77	936.6500	11712.350	24.00000	0.0	0.0	-270.0	0.3500000
77	962.5600	11583.738	24.00000	0.0	0.0	-450.0	0.5500000
77	945.7800	11454.520	24.00000	0.0	0.0	-495.0	0.4500000
80	1022.3400	11773.780	24.00000	0.0	0.0	-495.0	0.4000000
120	1051.3700	11519.658	24.00000	0.0	0.0	-45.0	0.6000000
6	954.9900	11787.948	18.00000	0.0	0.0	-55.0	2.0000000
6	1016.8600	11412.700	18.00000	0.0	0.0	-115.0	2.0000000
6	1054.7300	11596.629	18.00000	0.0	0.0	-85.0	2.0000000
77	886.4000	11301.930	24.00000	0.0	0.0	-315.0	0.3500000
20	775.3299	11105.369	24.00000	10.0	0.0	-245.0	1.0000000
71	918.9999	10947.000	24.00000	0.0	0.0	-45.0	0.5000000
80	1002.3600	11318.940	24.00000	0.0	0.0	-405.0	0.4000000
80	1096.2300	11328.220	24.00000	0.0	0.0	-405.0	0.3000000
6	930.1800	11248.100	18.00000	0.0	0.0	-115.0	2.0000000
6	842.4300	11077.779	18.00000	0.0	0.0	-115.0	2.0000000
76	865.1600	11238.479	24.00000	0.0	0.0	205.0	0.1700000
71	964.6000	11117.689	24.00000	0.0	0.0	45.0	0.8000000
57	590.8300	12452.470	504.58356	0.0	0.0	0.0	3.0000000
85	360.4400	12621.389	88.00000	0.0	0.0	0.0	1.0000000
85	383.6931	12499.709	88.00000	0.0	0.0	-45.0	1.0000000
85	303.0400	12327.620	250.00000	0.0	0.0	-135.0	1.0000000
85	411.5914	12299.800	88.00000	0.0	0.0	-45.0	1.0000000
9	368.4500	12387.600	315.00000	0.0	0.0	455.0	2.0000000
9	328.2100	12578.709	315.00000	0.0	0.0	465.0	2.0000000
60	622.0000	12450.999	84.00000	0.0	0.0	0.0	1.0000000
85	259.5389	12332.003	324.00000	0.0	0.0	-270.0	1.0000000
85	248.3411	12266.917	324.00000	0.0	0.0	-270.0	1.0000000
85	235.1700	12464.180	250.00000	0.0	0.0	-135.0	1.0000000
85	238.3700	12576.569	250.00000	0.0	0.0	-135.0	1.0000000
85	61.7300	12477.359	324.00000	0.0	0.0	-270.0	1.0000000
85	391.2228	12149.775	88.00000	0.0	0.0	-45.0	1.0000000
85	357.9328	11968.679	88.00000	0.0	0.0	-45.0	1.0000000
85	386.4290	11801.149	88.00000	0.0	0.0	-45.0	1.0000000
85	372.1600	11981.119	250.00000	0.0	0.0	-135.0	1.0000000
85	343.0000	11814.000	250.00000	0.0	0.0	-135.0	1.0000000
85	328.5400	12167.460	250.00000	0.0	0.0	-135.0	1.0000000
9	366.4100	12210.367	315.00000	0.0	0.0	440.0	2.0000000
9	338.6900	11992.179	315.00000	0.0	0.0	445.0	2.0000000
60	569.3976	12071.999	84.00000	0.0	0.0	0.0	1.0000000
85	30.1800	12134.499	324.00000	0.0	0.0	0.0	1.0000000
85	71.1600	11841.349	324.00000	0.0	0.0	0.0	1.0000000
57	554.8400	11741.080	494.76257	0.0	0.0	0.0	3.0000000
85	433.4071	11637.780	88.00000	0.0	0.0	-45.0	1.0000000
85	447.1163	11465.110	88.00000	0.0	0.0	-45.0	1.0000000
85	360.9200	11518.260	250.00000	0.0	0.0	-135.0	1.0000000
85	354.7800	11669.910	250.00000	0.0	0.0	-135.0	1.0000000
9	351.2900	11774.440	315.00000	0.0	0.0	465.0	2.0000000
9	414.7600	11586.670	315.00000	0.0	0.0	475.0	2.0000000
9	427.1800	11479.030	315.00000	0.0	0.0	430.0	2.0000000
60	628.3400	11701.390	84.00000	0.0	0.0	0.0	1.0000000
85	90.3700	11448.439	324.00000	0.0	0.0	0.0	1.0000000
85	75.4100	11493.200	324.00000	0.0	0.0	-270.0	1.0000000
85	47.8700	11796.830	324.00000	0.0	0.0	-270.0	1.0000000
57	506.0000	11168.000	475.00000	0.0	0.0	0.0	3.0000000
85	352.5400	11241.760	88.00000	0.0	0.0	-45.0	1.0000000
85	279.8776	11065.960	88.00000	0.0	0.0	-45.0	1.0000000
85	391.0200	11331.499	88.00000	0.0	0.0	-90.0	1.0000000
85	344.2900	11318.020	250.00000	0.0	0.0	-135.0	1.0000000
77	702.6700	10949.949	24.00000	0.0	0.0	-270.0	0.2500000
9	345.4300	11327.840	315.00000	0.0	0.0	410.0	2.0000000
60	565.3776	11294.198	83.56300	0.0	0.0	0.0	1.0000000
85	178.0000	11055.000	227.66380	0.0	0.0	-270.0	1.0000000
9	236.0000	11139.999	315.00000	0.0	0.0	435.0	2.0000000
9	205.2600	10969.130	315.00000	0.0	0.0	90.0	2.0000000
85	88.0000	11177.000	250.00000	0.0	0.0	-270.0	1.0000000
85	111.1027	10994.414	324.00000	0.0	0.0	-270.0	1.0000000
120	1998.4816	10658.423	24.00000	0.0	0.0	315.0	0.6000000
80	2122.2861	10896.291	24.00000	0.0	0.0	-360.0	0.3500000
128	2122.0806	10756.747	24.00000	0.0	0.0	-0.0	0.7000000
128	1579.0000	10651.580	24.00000	0.0	0.0	90.0	0.7000000
120	1652.5798	10532.260	24.00000	0.0	0.0	405.0	0.6000000
0	1766.5699	10925.760	0.00000	0.0	0.0	0.0	1.0000000
0	1791.2119	10550.439	2.10917	0.0	0.0	0.0	1.0000000
0	1971.6667	10819.474	4.67398	0.0	0.0	0.0	1.0000000
0	1820.2847	10736.519	0.00000	0.0	0.0	0.0	1.0000000
0	1696.1300	10778.950	0.92880	0.0	0.0	0.0	1.0000000
80	2004.3499	10510.569	24.00000	0.0	0.0	135.0	0.3000000
128	1875.5299	10485.569	21.59042	0.0	0.0	315.0	0.7000000
120	1934.5499	10323.090	24.00000	0.0	0.0	270.0	0.6000000
0	1893.3359	10394.005	1.59939	0.0	0.0	0.0	1.0000000
80	1733.9501	10400.050	23.98810	0.0	0.0	45.0	0.4000000
128	1512.8099	10920.550	24.00000	0.0	0.0	135.0	0.7000000
120	1396.8198	10813.630	23.99000	0.0	0.0	495.0	0.6000000
0	1545.5342	10799.565	0.10420	0.0	0.0	0.0	1.0000000
80	1469.0000	10689.000	24.00000	0.0	0.0	45.0	0.3000000
71	779.0600	10934.100	24.00000	0.0	0.0	0.0	0.6500000
120	786.5499	10851.790	24.00000	0.0	0.0	-45.0	0.6000000
6	757.9600	10918.410	18.00000	0.0	0.0	-115.0	2.0000000
6	727.9600	10792.070	18.00000	0.0	0.0	270.0	2.0000000
6	752.6100	10637.739	18.00000	0.0	0.0	285.0	2.0000000
95	959.2899	10648.189	24.00000	0.0	0.0	45.0	0.8000000
49	1262.2900	10206.499	29.68162	0.0	0.0	-45.0	0.6100000
130	1103.0000	10142.000	24.00000	0.0	0.0	120.0	1.1000000
104	1049.5100	10252.739	25.85000	0.0	0.0	45.0	0.3500000
112	763.5699	10511.890	24.00000	0.0	0.0	272.0	2.0000000
85	917.3400	10236.350	24.00000	0.0	0.0	0.0	1.0000000
102	1058.9200	10090.930	36.75491	0.0	0.0	135.0	0.9000000
120	1088.4800	10217.800	24.00000	0.0	0.0	315.0	0.6000000
6	816.3900	10470.479	18.00000	0.0	0.0	295.0	2.0000000
6	909.8900	10339.930	18.00000	0.0	0.0	315.0	2.0000000
6	1042.3599	10210.540	18.00000	0.0	0.0	315.0	2.0000000
49	947.6100	10448.000	28.22811	0.0	0.0	-90.0	0.5100000
49	928.4100	10332.560	27.80411	0.0	0.0	-45.0	0.5100000
131	952.1600	10450.309	29.60403	0.0	0.0	-600.0	2.0000000
102	1219.0000	10088.000	24.00000	0.0	0.0	160.0	0.7000000
71	1347.7899	10043.720	24.00000	10.0	0.0	45.0	0.5000000
77	1275.1898	9957.510	24.00000	0.0	0.0	-210.0	0.5500000
77	1392.1200	9796.300	24.00000	0.0	0.0	-210.0	0.4500000
80	1534.4999	9688.330	24.00000	0.0	0.0	-45.0	0.6000000
80	1473.6899	9849.409	24.00000	0.0	0.0	-135.0	0.4000000
6	1170.5298	10079.989	18.00000	0.0	0.0	315.0	2.0000000
6	1301.8700	9969.479	18.00000	0.0	0.0	325.0	2.0000000
6	1437.6598	9826.880	18.00000	0.0	0.0	305.0	2.0000000
57	814.0001	9836.000	388.00000	0.0	0.0	0.0	3.0000000
85	724.5000	9691.150	88.00000	0.0	0.0	0.0	1.0000000
77	1354.0000	9523.000	24.00000	0.0	0.0	-120.0	0.5500000
77	1410.7999	9641.260	24.00000	0.0	0.0	-300.0	0.3500000
77	1262.7300	9348.130	24.00000	0.0	0.0	-300.0	0.3000000
115	1337.3300	9289.988	24.00000	0.0	0.0	0.0	1.5000000
120	1452.5499	9475.040	24.00000	0.0	0.0	-45.0	0.6000000
6	1456.5699	9610.929	18.00000	0.0	0.0	245.0	2.0000000
6	1364.2798	9441.489	18.00000	0.0	0.0	245.0	2.0000000
6	1311.7600	9276.990	18.00000	0.0	0.0	-100.0	2.0000000
57	888.1200	9493.520	388.00000	0.0	0.0	0.0	3.0000000
85	739.3700	9525.720	88.00000	0.0	0.0	0.0	1.0000000
9	712.4800	9547.970	315.00000	0.0	0.0	90.0	2.0000000
60	1008.9115	9632.000	84.00000	0.0	0.0	0.0	1.0000000
57	373.3600	10644.580	381.00000	0.0	0.0	0.0	3.0000000
77	675.2400	10870.499	24.00000	0.0	0.0	-270.0	0.3500000
77	634.0699	10812.870	24.00000	15.0	0.0	-405.0	0.2500000
76	644.2499	10711.270	24.00000	0.0	0.0	275.0	0.1700000
60	438.2121	10801.920	24.00000	0.0	0.0	0.0	1.0000000
85	19.6504	10531.559	324.00000	0.0	0.0	-0.0	1.0000000
85	97.0000	10732.999	324.00000	0.0	0.0	0.0	1.0000000
85	261.4100	10782.350	88.00000	0.0	0.0	-45.0	1.0000000
85	263.7323	10585.910	88.00000	0.0	0.0	-45.0	1.0000000
9	199.6400	10784.460	315.00000	0.0	0.0	90.0	2.0000000
9	211.0600	10577.020	315.00000	0.0	0.0	100.0	2.0000000
85	211.8782	10867.167	88.00000	0.0	0.0	0.0	1.0000000
85	168.3700	10735.720	250.00000	0.0	0.0	-270.0	1.0000000
57	472.2899	10385.070	461.21997	0.0	0.0	0.0	3.0000000
85	452.5400	10123.589	88.00000	0.0	0.0	0.0	1.0000000
85	346.9700	10292.130	88.00000	0.0	0.0	0.0	1.0000000
85	315.0298	10383.519	88.00000	0.0	0.0	-45.0	1.0000000
9	347.9300	10183.658	315.00000	0.0	0.0	120.0	2.0000000
60	607.7711	10283.749	24.00000	0.0	0.0	0.0	1.0000000
85	35.0142	10308.120	324.00000	0.0	0.0	-0.0	1.0000000
85	277.8900	10178.830	250.00000	0.0	0.0	0.0	1.0000000
85	183.8800	10357.109	250.00000	0.0	0.0	0.0	1.0000000
85	213.5800	10473.421	250.00000	0.0	0.0	-270.0	1.0000000
9	258.2300	10379.660	315.00000	0.0	0.0	110.0	2.0000000
85	456.2300	9976.069	77.70599	0.0	0.0	-0.0	1.0000000
85	344.8200	9755.390	324.00000	0.0	0.0	-0.0	1.0000000
85	706.1800	9845.439	88.00000	0.0	0.0	0.0	1.0000000
85	556.0500	10011.600	88.00000	0.0	0.0	0.0	1.0000000
85	475.4000	9880.149	250.00000	0.0	0.0	0.0	1.0000000
85	675.4800	9753.130	250.00000	0.0	0.0	-135.0	1.0000000
85	409.7000	10015.760	250.00000	0.0	0.0	0.0	1.0000000
9	604.0000	9857.000	315.00000	0.0	0.0	130.0	2.0000000
9	684.9000	9718.069	315.00000	0.0	0.0	105.0	2.0000000
9	475.0000	10007.999	315.00000	0.0	0.0	130.0	2.0000000
85	75.9700	10088.111	324.00000	0.0	0.0	-0.0	1.0000000
85	231.2866	9917.559	324.00000	0.0	0.0	-0.0	1.0000000
85	61.1700	9731.521	324.00000	0.0	0.0	-0.0	1.0000000
85	373.8400	9501.303	324.00000	0.0	0.0	-0.0	1.0000000
85	693.5300	9544.819	250.00000	0.0	0.0	-135.0	1.0000000
85	657.0200	9317.760	250.00000	0.0	0.0	-135.0	1.0000000
85	697.7000	9336.819	88.00000	0.0	0.0	0.0	1.0000000
9	685.9999	9397.000	315.00000	0.0	0.0	65.0	2.0000000
85	253.4200	9314.629	324.00000	0.0	0.0	-0.0	1.0000000
85	41.3400	9409.070	324.00000	0.0	0.0	-0.0	1.0000000
85	172.0500	9589.820	324.00000	0.0	0.0	-0.0	1.0000000
120	5450.3599	9157.439	324.00000	0.0	0.0	-45.0	0.6000000
70	5488.6567	9015.237	317.71683	0.0	0.0	0.0	0.8000000
71	5421.8794	8824.521	313.25000	0.0	0.0	0.0	1.0000000
123	5250.0000	8850.000	324.00000	0.0	0.0	60.0	0.5000000
123	5350.0000	8950.000	324.00000	0.0	0.0	15.0	0.4000000
122	5350.0000	9150.000	324.00000	0.0	0.0	135.0	2.4000001
123	5150.0000	9150.000	324.00000	0.0	0.0	60.0	0.6000000
122	5250.0000	9050.000	330.00000	0.0	0.0	135.0	1.7000000
122	5150.0000	8950.000	324.00000	0.0	0.0	135.0	2.7000000
80	5335.8701	9053.849	322.35001	0.0	0.0	135.0	0.4000000
75	5267.4902	9165.170	324.00000	0.0	0.0	90.0	1.0000000
75	5144.0454	9053.753	329.75214	0.0	0.0	90.0	0.9000000
9	5261.9199	8846.409	315.00000	0.0	0.0	280.0	2.0000000
9	5245.1094	9021.960	315.00000	0.0	0.0	280.0	2.0000000
9	5215.9692	9209.900	315.00000	0.0	0.0	280.0	2.0000000
123	5250.9092	8966.780	50.03000	0.0	0.0	60.0	0.5000000
71	5773.6797	8681.319	324.00000	0.0	0.0	0.0	0.9000000
84	5789.2100	8486.760	324.00000	0.0	0.0	0.0	1.3000000
9	5442.0000	8687.000	315.00000	0.0	0.0	345.0	2.0000000
69	5627.0000	8614.000	270.57013	0.0	0.0	-40.0	1.6000000
120	5628.5200	8750.450	324.00000	0.0	0.0	60.0	0.6000000
75	5593.2900	8719.620	324.00000	0.0	0.0	0.0	1.0000000
9	5771.8096	8475.310	315.00000	0.0	0.0	300.0	2.0000000
9	5623.1191	8610.479	315.00000	0.0	0.0	335.0	2.0000000
80	5642.2300	8492.420	335.95743	0.0	0.0	405.0	0.3000000
80	5518.9097	8614.351	329.63068	0.0	0.0	495.0	0.4000000
48	5364.4800	8640.920	267.64999	0.0	0.0	45.0	1.1000000
122	5185.4902	8740.860	330.11002	0.0	0.0	90.0	2.0000000
9	5321.9497	8750.570	315.00000	0.0	0.0	315.0	2.0000000
80	5290.3901	8743.560	324.00000	0.0	0.0	225.0	0.3000000
77	4541.5601	8507.020	24.00000	20.0	0.0	130.0	0.4000000
77	4445.1797	8473.289	24.00000	20.0	0.0	175.0	0.5000000
77	4474.9600	8637.490	24.00000	20.0	0.0	175.0	0.3000000
77	4329.7300	8407.399	24.00000	20.0	0.0	175.0	0.2500000
77	4364.4897	8592.698	24.00000	20.0	0.0	175.0	0.4000000
77	4264.3101	8533.200	24.00000	20.0	0.0	175.0	0.2000000
77	4182.0000	8767.000	24.00000	10.0	0.0	-180.0	0.3500000
77	4315.7202	8729.850	24.00000	10.0	0.0	-225.0	0.3000000
115	4218.8999	8643.989	24.00000	0.0	0.0	45.0	1.5000000
120	4121.8799	8592.869	24.00000	0.0	0.0	45.0	0.6000000
6	4449.9834	8512.941	18.00000	0.0	0.0	105.0	2.0000000
6	4371.7798	8606.330	18.00000	0.0	0.0	145.0	2.0000000
6	4230.9897	8671.340	18.00000	0.0	0.0	163.0	2.0000000
77	5515.9502	7868.950	324.00000	-15.0	0.0	-50.0	0.5000000
76	5449.4399	7751.380	324.00000	0.0	0.0	0.0	0.2500000
75	5433.1499	7862.969	325.92996	0.0	0.0	45.0	1.2000000
9	5471.2393	7763.779	315.00000	0.0	0.0	-135.0	2.0000000
9	5573.9702	7838.950	315.00000	0.0	0.0	-160.0	2.0000000
9	5749.0000	7933.000	315.00000	0.0	0.0	-135.0	2.0000000
70	5654.5801	7728.799	316.58405	0.0	0.0	0.0	0.8000000
80	5515.7603	7646.170	324.00000	0.0	0.0	450.0	0.4000000
101	5726.7598	7823.769	327.17410	0.0	0.0	25.0	0.8000000
84	5148.1191	7569.795	332.62454	0.0	0.0	-45.0	1.5000000
77	5354.3101	7668.910	324.00000	0.0	0.0	-205.0	0.5000000
9	5393.7300	7662.880	315.00000	0.0	0.0	-115.0	2.0000000
77	4421.9995	8347.000	24.00000	20.0	0.0	130.0	0.1800000
115	4334.0000	8298.000	24.00000	0.0	0.0	45.0	1.2000000
77	4540.0000	8354.000	24.00000	20.0	0.0	175.0	0.3000000
80	4443.0898	8102.360	31.99921	0.0	0.0	-225.0	0.5000000
77	4399.2300	7988.450	24.00000	0.0	0.0	-135.0	0.2000000
6	4356.8501	8043.069	18.00000	0.0	0.0	65.0	2.0000000
6	4426.6299	8214.170	18.00000	0.0	0.0	70.0	2.0000000
6	4463.6460	8360.470	18.00000	0.0	0.0	85.0	2.0000000
80	4378.2095	8177.109	21.00000	0.0	0.0	-405.0	0.4000000
80	4472.1494	8273.700	33.47618	0.0	0.0	-180.0	0.4000000
77	4213.4302	7684.810	24.00000	0.0	0.0	45.0	0.3000000
77	4281.0693	7798.809	24.00000	0.0	0.0	-90.0	0.4000000
77	4377.9697	7923.790	24.00000	0.0	0.0	-135.0	0.3000000
120	4222.9795	7929.410	24.00000	0.0	0.0	-45.0	0.6000000
6	4280.5698	7882.350	18.00000	0.0	0.0	65.0	2.0000000
6	4196.9702	7772.979	18.00000	0.0	0.0	40.0	2.0000000
80	4321.3599	7842.160	30.48896	0.0	0.0	-135.0	0.4000000
77	3993.1001	8816.450	24.00000	20.0	0.0	-135.0	0.2500000
77	3882.4600	8841.140	24.00000	20.0	0.0	-180.0	0.3500000
77	3744.3298	8829.550	24.00000	20.0	0.0	-135.0	0.3500000
6	3863.8198	8741.910	18.00000	0.0	0.0	175.0	2.0000000
80	4058.2200	8741.990	24.00000	0.0	0.0	-405.0	0.4000000
6	3695.7952	8742.489	18.00000	0.0	0.0	185.0	2.0000000
6	4050.0000	8716.000	18.00000	0.0	0.0	170.0	2.0000000
80	3937.1597	8722.470	24.00000	0.0	0.0	-270.0	0.4000000
77	3609.0000	8802.000	24.00000	20.0	0.0	-135.0	0.2500000
77	3512.6399	8754.270	24.00000	20.0	0.0	-135.0	0.2000000
120	3683.0002	8679.000	24.00000	0.0	0.0	255.0	0.6000000
6	3568.9133	8701.010	18.00000	0.0	0.0	210.0	2.0000000
6	3417.0898	8604.839	18.00000	0.0	0.0	215.0	2.0000000
6	3283.1799	8510.229	18.00000	0.0	0.0	220.0	2.0000000
76	3397.7500	8683.680	24.00000	0.0	0.0	205.0	0.3000000
76	3506.0696	8667.130	24.00000	0.0	0.0	115.0	0.2000000
